50	0.504762	0.106803	0.011407	18.000000	17.019485	0.011194	1.000000	30.000000	86.451286	16.867222	18.005736	699.919995
51	0.504762	0.106803	0.011407	18.000000	17.019485	0.011194	1.000000	30.000000	86.451286	16.867222	18.005736	699.919995
52	0.504762	0.106803	0.011407	18.000000	17.019485	0.011194	1.000000	30.000000	86.451286	16.867222	18.005736	699.919995
53	0.504762	0.106803	0.011407	18.000000	17.019485	0.011194	1.000000	30.000000	86.451286	16.867222	18.005736	699.919995
54	0.504762	0.106803	0.011407	18.000000	17.019485	0.011194	1.000000	30.000000	86.451286	16.867222	18.005736	699.919995
58	0.543669	0.071940	0.013035	7.000000	6.673790	0.004353	0.000000	-1.000000	102.233844	5.120393	7.006699	163.865799
63	0.646867	0.142534	0.020316	18.000000	17.454431	0.011194	1.000000	722.000000	119.201955	17.162114	18.010262	203.646753
72	0.646867	0.142534	0.020316	18.000000	17.454431	0.011194	1.000000	722.000000	119.201955	17.162114	18.010262	203.646753
73	0.646867	0.142534	0.020316	18.000000	17.454431	0.011194	1.000000	722.000000	119.201955	17.162114	18.010262	203.646753
75	0.000000	0.000000	0.000000	0.000000	-0.250157	0.000000	0.000000	-1.000000	89.000643	4.466535	0.000000	0.000000
76	0.000000	0.000000	0.000000	0.000000	-0.250157	0.000000	0.000000	-1.000000	89.000643	4.466535	0.000000	0.000000
79	0.771845	0.192055	0.036885	18.000000	17.704588	0.011194	1.000000	1120.000000	124.612286	17.387367	18.018789	465.222527
81	0.646867	0.142534	0.020316	18.000000	17.454431	0.011194	1.000000	722.000000	119.201955	17.162114	18.010262	203.646753
90	0.646867	0.142534	0.020316	18.000000	17.454431	0.011194	1.000000	722.000000	119.201955	17.162114	18.010262	203.646753
91	0.646867	0.142534	0.020316	18.000000	17.454431	0.011194	1.000000	722.000000	119.201955	17.162114	18.010262	203.646753
93	0.000000	0.000000	0.000000	0.000000	-0.250157	0.000000	0.000000	-1.000000	89.000643	4.466535	0.000000	0.000000
94	0.000000	0.000000	0.000000	0.000000	-0.250157	0.000000	0.000000	-1.000000	89.000643	4.466535	0.000000	0.000000
97	0.771845	0.192055	0.036885	18.000000	17.704588	0.011194	1.000000	1120.000000	124.612286	17.387367	18.018789	465.222527
99	0.646867	0.142534	0.020316	18.000000	17.454431	0.011194	1.000000	722.000000	119.201955	17.162114	18.010262	203.646753
104	0.541290	0.071600	0.012915	7.000000	6.670647	0.004353	0.000000	-1.000000	102.190357	5.109692	7.006635	162.363789
109	0.727356	0.171219	0.029316	18.000000	17.625393	0.011194	1.000000	994.000000	123.468642	17.308578	18.014876	367.129405
118	0.504762	0.106803	0.011407	18.000000	17.019485	0.011194	1.000000	30.000000	86.451286	16.867222	18.005736	699.919995
