parser.c:1002	0.000000	0.000000	0.000000	0.000000	-0.117117	0.000000	0.000000	-1.000000	23.303267	1.898829	0.000000	0.000000
parser.c:1003	0.000000	0.000000	0.000000	0.000000	-0.117117	0.000000	0.000000	-1.000000	23.303267	1.898829	0.000000	0.000000
parser.c:1004	0.000000	0.000000	0.000000	0.000000	-0.117117	0.000000	0.000000	-1.000000	23.303267	1.898829	0.000000	0.000000
parser.c:1022	0.000000	0.000000	0.000000	0.000000	-0.117117	0.000000	0.000000	-1.000000	23.303267	1.898829	0.000000	0.000000
parser.c:1028	0.000000	0.000000	0.000000	0.000000	-0.117117	0.000000	0.000000	-1.000000	23.303267	1.898829	0.000000	0.000000
parser.c:1034	0.000000	0.000000	0.000000	0.000000	-0.117117	0.000000	0.000000	-1.000000	23.303267	1.898829	0.000000	0.000000
parser.c:1039	0.000000	0.000000	0.000000	0.000000	-0.117117	0.000000	0.000000	-1.000000	23.303267	1.898829	0.000000	0.000000
parser.c:1044	0.000000	0.000000	0.000000	0.000000	-0.018018	0.000000	0.000000	-1.000000	22.198823	1.189207	0.000000	0.000000
parser.c:1048	0.000000	0.000000	0.000000	0.000000	-0.018018	0.000000	0.000000	-1.000000	22.198823	1.189207	0.000000	0.000000
parser.c:1052	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1053	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1054	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1060	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1061	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1080	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1088	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1098	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1144	0.000000	0.000000	0.000000	0.000000	-0.306306	0.000000	0.000000	-1.000000	23.266548	2.414736	0.000000	0.000000
parser.c:1146	0.000000	0.000000	0.000000	0.000000	-0.306306	0.000000	0.000000	-1.000000	23.266548	2.414736	0.000000	0.000000
parser.c:1149	0.000000	0.000000	0.000000	0.000000	-0.045045	0.000000	0.000000	-1.000000	22.729970	1.495349	0.000000	0.000000
parser.c:1153	0.000000	0.000000	0.000000	0.000000	-0.270270	0.000000	0.000000	-1.000000	23.365769	2.340347	0.000000	0.000000
parser.c:1158	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1161	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1163	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1164	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1168	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1169	0.000000	0.000000	0.000000	0.000000	-0.009009	0.000000	0.000000	-1.000000	21.880613	1.000000	0.000000	0.000000
parser.c:1182	0.000000	0.000000	0.000000	0.000000	-0.216216	0.000000	0.000000	-1.000000	23.446216	2.213364	0.000000	0.000000
parser.c:1185	0.000000	0.000000	0.000000	0.000000	-0.216216	0.000000	0.000000	-1.000000	23.446216	2.213364	0.000000	0.000000
parser.c:1187	0.000000	0.000000	0.000000	0.000000	-0.216216	0.000000	0.000000	-1.000000	23.446216	2.213364	0.000000	0.000000
parser.c:1188	0.000000	0.000000	0.000000	0.000000	-0.216216	0.000000	0.000000	-1.000000	23.446216	2.213364	0.000000	0.000000
